Target (Entrez)	Target (Gene Symbol)	P-value (global)	P-value (local)	Association	microRNA
4214	MAP3K1	1.84e-07	0.000362	positive	hsa-let-7g
4214	MAP3K1	1.84e-07	0.000471	positive	hsa-miR-26b
4214	MAP3K1	1.84e-07	0.000488	positive	hsa-let-7i
4214	MAP3K1	1.84e-07	0.000751	positive	hsa-miR-200b
4214	MAP3K1	1.84e-07	0.00094	positive	hsa-miR-98
4214	MAP3K1	1.84e-07	0.00153	positive	hsa-miR-429
4214	MAP3K1	1.84e-07	0.00301	positive	hsa-let-7f
4082	MARCKS	1.89e-07	3.89e-08	positive	hsa-miR-429
5567	PRKACB	1.9e-07	0.000167	negative	hsa-miR-601
5567	PRKACB	1.9e-07	1.48e-06	positive	hsa-miR-20b
5567	PRKACB	1.9e-07	2.94e-06	positive	hsa-miR-17
5567	PRKACB	1.9e-07	2.05e-05	positive	hsa-miR-454
5567	PRKACB	1.9e-07	0.000529	positive	hsa-miR-301a
5567	PRKACB	1.9e-07	0.00129	positive	hsa-miR-19b
5567	PRKACB	1.9e-07	0.00293	positive	hsa-miR-106a
5567	PRKACB	1.9e-07	0.0038	positive	hsa-miR-130a
25836	NIPBL	1.92e-07	1.96e-05	negative	hsa-miR-1237
25836	NIPBL	1.92e-07	2.3e-05	negative	hsa-miR-188-5p
25836	NIPBL	1.92e-07	0.000707	negative	hsa-miR-665
25836	NIPBL	1.92e-07	1.1e-06	positive	hsa-miR-374a
25836	NIPBL	1.92e-07	5.32e-06	positive	hsa-miR-374b
25836	NIPBL	1.92e-07	0.000278	positive	hsa-miR-324-5p
6427	SRSF2	1.92e-07	0.000637	negative	hsa-miR-485-3p
6427	SRSF2	1.92e-07	0.00296	negative	hsa-miR-575
6427	SRSF2	1.92e-07	1.21e-07	positive	hsa-miR-454
6427	SRSF2	1.92e-07	1.76e-07	positive	hsa-miR-200b
6427	SRSF2	1.92e-07	7.34e-05	positive	hsa-miR-429
283554	GPR137C	1.93e-07	4.42e-08	negative	hsa-miR-1
283554	GPR137C	1.93e-07	4.88e-06	negative	hsa-miR-152
283554	GPR137C	1.93e-07	0.000142	negative	hsa-miR-181c
283554	GPR137C	1.93e-07	0.00115	negative	hsa-miR-218
283554	GPR137C	1.93e-07	8.58e-07	positive	hsa-miR-25
283554	GPR137C	1.93e-07	6.75e-06	positive	hsa-miR-93
283554	GPR137C	1.93e-07	9.42e-06	positive	hsa-miR-106b
283554	GPR137C	1.93e-07	5.3e-05	positive	hsa-miR-92a
10253	SPRY2	1.93e-07	1.41e-08	negative	hsa-miR-183
10253	SPRY2	1.93e-07	7.42e-10	positive	hsa-miR-27b
10253	SPRY2	1.93e-07	3.47e-09	positive	hsa-miR-23b
10253	SPRY2	1.93e-07	1.39e-07	positive	hsa-miR-27a
10253	SPRY2	1.93e-07	2.04e-07	positive	hsa-miR-23a
10253	SPRY2	1.93e-07	0.00417	positive	hsa-miR-374b
2114	ETS2	1.98e-07	5.09e-09	negative	hsa-miR-200c
2114	ETS2	1.98e-07	4.04e-14	positive	hsa-miR-221
51496	CTDSPL2	2e-07	4.61e-05	negative	hsa-miR-486-5p
51496	CTDSPL2	2e-07	0.000234	negative	hsa-miR-936
51496	CTDSPL2	2e-07	0.000517	negative	hsa-miR-483-5p
51496	CTDSPL2	2e-07	0.00112	negative	hsa-miR-202
51496	CTDSPL2	2e-07	1.13e-08	positive	hsa-miR-374a
51496	CTDSPL2	2e-07	1.49e-06	positive	hsa-miR-29b
51496	CTDSPL2	2e-07	1.25e-05	positive	hsa-miR-203
51496	CTDSPL2	2e-07	0.00229	positive	hsa-miR-429
51496	CTDSPL2	2e-07	0.00514	positive	hsa-miR-29a
8473	OGT	2.02e-07	0.00107	negative	hsa-miR-34b
8473	OGT	2.02e-07	0.00149	negative	hsa-miR-483-3p
8473	OGT	2.02e-07	9.09e-14	positive	hsa-miR-96
8473	OGT	2.02e-07	1.2e-09	positive	hsa-miR-16
8473	OGT	2.02e-07	8.15e-08	positive	hsa-miR-15b
8473	OGT	2.02e-07	1.1e-06	positive	hsa-miR-15a
8473	OGT	2.02e-07	1.46e-06	positive	hsa-miR-107
8473	OGT	2.02e-07	6.72e-06	positive	hsa-miR-7
8473	OGT	2.02e-07	4.89e-05	positive	hsa-miR-195
130507	UBR3	2.02e-07	0.00596	negative	hsa-miR-485-3p
130507	UBR3	2.02e-07	1.01e-08	positive	hsa-miR-16
130507	UBR3	2.02e-07	2.65e-07	positive	hsa-miR-195
130507	UBR3	2.02e-07	1.03e-06	positive	hsa-miR-15a
130507	UBR3	2.02e-07	1.36e-06	positive	hsa-miR-218
130507	UBR3	2.02e-07	1.48e-06	positive	hsa-miR-590-5p
130507	UBR3	2.02e-07	1.89e-06	positive	hsa-miR-340
130507	UBR3	2.02e-07	2.29e-05	positive	hsa-miR-362-3p
130507	UBR3	2.02e-07	2.39e-05	positive	hsa-miR-107
130507	UBR3	2.02e-07	0.0013	positive	hsa-miR-424
130507	UBR3	2.02e-07	0.00698	positive	hsa-miR-497
5648	MASP1	2.04e-07	3.63e-06	negative	hsa-miR-33b
5648	MASP1	2.04e-07	8.01e-05	positive	hsa-miR-654-3p
57282	SLC4A10	2.05e-07	2.15e-07	negative	hsa-miR-376a
57282	SLC4A10	2.05e-07	0.00547	positive	hsa-miR-25
92	ACVR2A	2.05e-07	3.45e-10	negative	hsa-miR-671-5p
92	ACVR2A	2.05e-07	4.1e-05	negative	hsa-miR-513b
92	ACVR2A	2.05e-07	7.6e-05	negative	hsa-miR-202
92	ACVR2A	2.05e-07	0.00101	negative	hsa-miR-491-3p
92	ACVR2A	2.05e-07	1.02e-09	positive	hsa-miR-27b
92	ACVR2A	2.05e-07	2.52e-08	positive	hsa-miR-128
92	ACVR2A	2.05e-07	3.23e-07	positive	hsa-miR-195
92	ACVR2A	2.05e-07	4.03e-06	positive	hsa-miR-16
92	ACVR2A	2.05e-07	1.51e-05	positive	hsa-miR-199b-5p
92	ACVR2A	2.05e-07	0.000102	positive	hsa-miR-145
92	ACVR2A	2.05e-07	0.000123	positive	hsa-miR-199b-3p
92	ACVR2A	2.05e-07	0.000134	positive	hsa-miR-15a
92	ACVR2A	2.05e-07	0.000249	positive	hsa-miR-497
92	ACVR2A	2.05e-07	0.000636	positive	hsa-miR-424
92	ACVR2A	2.05e-07	0.00267	positive	hsa-miR-27a
9169	SCAF11	2.07e-07	0.000415	negative	hsa-miR-92b
9169	SCAF11	2.07e-07	0.00585	negative	hsa-miR-485-3p
9169	SCAF11	2.07e-07	3.73e-09	positive	hsa-miR-16
9169	SCAF11	2.07e-07	2.33e-07	positive	hsa-miR-107
9169	SCAF11	2.07e-07	7.37e-07	positive	hsa-miR-15a
9169	SCAF11	2.07e-07	8.69e-07	positive	hsa-miR-195
9169	SCAF11	2.07e-07	3.42e-05	positive	hsa-miR-200b
9169	SCAF11	2.07e-07	0.000187	positive	hsa-miR-32
9169	SCAF11	2.07e-07	0.000512	positive	hsa-miR-363
9169	SCAF11	2.07e-07	0.000748	positive	hsa-miR-218
9169	SCAF11	2.07e-07	0.000859	positive	hsa-miR-429
9169	SCAF11	2.07e-07	0.00357	positive	hsa-miR-497
9169	SCAF11	2.07e-07	0.0041	positive	hsa-miR-148a
9169	SCAF11	2.07e-07	0.00481	positive	hsa-miR-25
9169	SCAF11	2.07e-07	0.00639	positive	hsa-miR-148b
54849	DEF8	2.15e-07	4.21e-06	negative	hsa-miR-15b
54849	DEF8	2.15e-07	0.00389	negative	hsa-miR-497
10900	RUNDC3A	2.15e-07	2.64e-07	negative	hsa-miR-27b
10900	RUNDC3A	2.15e-07	0.00355	negative	hsa-miR-27a
10900	RUNDC3A	2.15e-07	8.84e-07	positive	hsa-miR-622
4821	NKX2-2	2.19e-07	1.97e-05	negative	hsa-miR-30c
4821	NKX2-2	2.19e-07	0.00019	negative	hsa-miR-374b
4821	NKX2-2	2.19e-07	0.000282	negative	hsa-miR-374a
4821	NKX2-2	2.19e-07	1.64e-06	positive	hsa-miR-548c-3p
4821	NKX2-2	2.19e-07	0.000203	positive	hsa-miR-182
6651	SON	2.2e-07	0.000899	negative	hsa-miR-548c-5p
6651	SON	2.2e-07	0.00177	negative	hsa-miR-483-3p
6651	SON	2.2e-07	0.00513	negative	hsa-miR-548d-5p
6651	SON	2.2e-07	2.62e-12	positive	hsa-miR-16
6651	SON	2.2e-07	4.83e-11	positive	hsa-miR-15a
6651	SON	2.2e-07	9.3e-08	positive	hsa-miR-195
6651	SON	2.2e-07	4.58e-06	positive	hsa-miR-200a
6651	SON	2.2e-07	0.00073	positive	hsa-miR-15b
6651	SON	2.2e-07	0.00236	positive	hsa-miR-497
4060	LUM	2.2e-07	2.2e-07	negative	hsa-miR-494
2764	GMFB	2.22e-07	8.44e-06	negative	hsa-miR-654-3p
2764	GMFB	2.22e-07	0.000652	negative	hsa-miR-513b
2764	GMFB	2.22e-07	3.79e-10	positive	hsa-miR-454
2764	GMFB	2.22e-07	1.92e-06	positive	hsa-miR-182
2764	GMFB	2.22e-07	0.00351	positive	hsa-miR-19a
9749	PHACTR2	2.22e-07	9.28e-10	negative	hsa-miR-130b
9749	PHACTR2	2.22e-07	6.09e-14	positive	hsa-miR-130a
9749	PHACTR2	2.22e-07	1.45e-08	positive	hsa-miR-30c
9749	PHACTR2	2.22e-07	2.93e-07	positive	hsa-miR-29a
9749	PHACTR2	2.22e-07	0.000388	positive	hsa-miR-29b
9749	PHACTR2	2.22e-07	0.000477	positive	hsa-miR-181c
9749	PHACTR2	2.22e-07	0.000552	positive	hsa-miR-381
6567	SLC16A2	2.22e-07	0.00104	negative	hsa-miR-375
6567	SLC16A2	2.22e-07	5.63e-08	positive	hsa-miR-143
6567	SLC16A2	2.22e-07	4.66e-06	positive	hsa-miR-22
6567	SLC16A2	2.22e-07	4.56e-05	positive	hsa-miR-23b
6567	SLC16A2	2.22e-07	0.000536	positive	hsa-miR-23a
91694	LONRF1	2.22e-07	0.000153	negative	hsa-miR-582-3p
91694	LONRF1	2.22e-07	1.31e-05	positive	hsa-miR-27a
91694	LONRF1	2.22e-07	0.00305	positive	hsa-miR-454
375484	C5orf25	2.24e-07	6.42e-09	positive	hsa-miR-133a
375484	C5orf25	2.24e-07	2.67e-06	positive	hsa-miR-133b
55284	UBE2W	2.29e-07	0.000386	negative	hsa-miR-631
55284	UBE2W	2.29e-07	0.000879	negative	hsa-miR-1224-5p
55284	UBE2W	2.29e-07	0.00222	negative	hsa-miR-936
55284	UBE2W	2.29e-07	0.00426	negative	hsa-miR-92b
55284	UBE2W	2.29e-07	6.16e-08	positive	hsa-miR-20a
55284	UBE2W	2.29e-07	1.79e-07	positive	hsa-miR-454
55284	UBE2W	2.29e-07	3.1e-07	positive	hsa-miR-20b
55284	UBE2W	2.29e-07	1.91e-06	positive	hsa-miR-17
55284	UBE2W	2.29e-07	1.46e-05	positive	hsa-miR-32
55284	UBE2W	2.29e-07	1.86e-05	positive	hsa-miR-125a-5p
55284	UBE2W	2.29e-07	3.23e-05	positive	hsa-miR-363
55284	UBE2W	2.29e-07	4.87e-05	positive	hsa-miR-301a
55284	UBE2W	2.29e-07	0.000628	positive	hsa-miR-25
7546	ZIC2	2.31e-07	1.71e-06	positive	hsa-miR-548c-3p
7546	ZIC2	2.31e-07	6.05e-06	positive	hsa-miR-494
7546	ZIC2	2.31e-07	0.000872	positive	hsa-miR-765
7546	ZIC2	2.31e-07	0.00207	positive	hsa-miR-513b
9120	SLC16A6	2.33e-07	1.34e-10	negative	hsa-miR-23b
9120	SLC16A6	2.33e-07	4.27e-06	negative	hsa-miR-23a
9120	SLC16A6	2.33e-07	7.44e-05	negative	hsa-miR-193a-3p
9120	SLC16A6	2.33e-07	0.00114	negative	hsa-miR-193b
64093	SMOC1	2.35e-07	3.49e-11	negative	hsa-miR-93
64093	SMOC1	2.35e-07	9.45e-10	negative	hsa-miR-130b
64093	SMOC1	2.35e-07	0.000407	negative	hsa-miR-20b
64093	SMOC1	2.35e-07	0.00277	positive	hsa-miR-204
57561	ARRDC3	2.36e-07	7.34e-07	positive	hsa-miR-454
57561	ARRDC3	2.36e-07	4.07e-06	positive	hsa-miR-200b
57561	ARRDC3	2.36e-07	2.31e-05	positive	hsa-miR-29b
57561	ARRDC3	2.36e-07	4.96e-05	positive	hsa-miR-130a
57561	ARRDC3	2.36e-07	0.000501	positive	hsa-miR-340
57561	ARRDC3	2.36e-07	0.00056	positive	hsa-miR-142-5p
57561	ARRDC3	2.36e-07	0.000854	positive	hsa-miR-365
57561	ARRDC3	2.36e-07	0.0019	positive	hsa-miR-29a
57561	ARRDC3	2.36e-07	0.00449	positive	hsa-miR-152
7003	TEAD1	2.39e-07	6.53e-06	negative	hsa-miR-371-5p
7003	TEAD1	2.39e-07	1.74e-05	negative	hsa-miR-939
7003	TEAD1	2.39e-07	0.00234	negative	hsa-miR-513b
7003	TEAD1	2.39e-07	8.55e-19	positive	hsa-miR-27b
7003	TEAD1	2.39e-07	3.47e-16	positive	hsa-miR-23b
7003	TEAD1	2.39e-07	2.75e-12	positive	hsa-miR-452
7003	TEAD1	2.39e-07	5.7e-06	positive	hsa-miR-23a
7003	TEAD1	2.39e-07	7.19e-06	positive	hsa-miR-27a
7003	TEAD1	2.39e-07	0.000275	positive	hsa-miR-377
7003	TEAD1	2.39e-07	0.000285	positive	hsa-miR-376a
7003	TEAD1	2.39e-07	0.00243	positive	hsa-miR-497
7003	TEAD1	2.39e-07	0.00278	positive	hsa-miR-16
9211	LGI1	2.4e-07	4.23e-07	negative	hsa-miR-30c
9211	LGI1	2.4e-07	4.84e-06	negative	hsa-miR-30e
9211	LGI1	2.4e-07	0.00618	negative	hsa-miR-30b
9211	LGI1	2.4e-07	1.36e-05	positive	hsa-miR-30d
5229	PGGT1B	2.44e-07	1.11e-07	positive	hsa-miR-135a
5229	PGGT1B	2.44e-07	7.03e-07	positive	hsa-miR-30c
5229	PGGT1B	2.44e-07	0.000189	positive	hsa-miR-30b
167153	PAPD4	2.46e-07	1.78e-09	positive	hsa-miR-454
167153	PAPD4	2.46e-07	8.68e-08	positive	hsa-miR-26b
167153	PAPD4	2.46e-07	1.21e-07	positive	hsa-miR-26a
167153	PAPD4	2.46e-07	3e-06	positive	hsa-miR-301a
167153	PAPD4	2.46e-07	7.62e-05	positive	hsa-miR-130a
167153	PAPD4	2.46e-07	9.52e-05	positive	hsa-miR-152
4850	CNOT4	2.49e-07	2.09e-06	negative	hsa-miR-548c-3p
4850	CNOT4	2.49e-07	0.00129	negative	hsa-miR-181a
4040	LRP6	2.5e-07	4.56e-06	negative	hsa-miR-584
4040	LRP6	2.5e-07	5.67e-06	negative	hsa-miR-296-5p
4040	LRP6	2.5e-07	0.00016	negative	hsa-miR-548c-3p
4040	LRP6	2.5e-07	0.00108	negative	hsa-miR-130b
4040	LRP6	2.5e-07	0.00227	negative	hsa-miR-629
4040	LRP6	2.5e-07	8.68e-10	positive	hsa-miR-27b
4040	LRP6	2.5e-07	1.04e-05	positive	hsa-miR-195
4040	LRP6	2.5e-07	9.7e-05	positive	hsa-miR-16
4040	LRP6	2.5e-07	0.000163	positive	hsa-miR-499-5p
4040	LRP6	2.5e-07	0.000357	positive	hsa-miR-181d
4040	LRP6	2.5e-07	0.000372	positive	hsa-miR-181c
4040	LRP6	2.5e-07	0.000808	positive	hsa-miR-502-5p
4040	LRP6	2.5e-07	0.00365	positive	hsa-miR-497
727936	GXYLT2	2.51e-07	3.88e-11	positive	hsa-miR-377
727936	GXYLT2	2.51e-07	4.87e-07	positive	hsa-miR-29a
727936	GXYLT2	2.51e-07	0.00651	positive	hsa-miR-29b
3371	TNC	2.53e-07	2.1e-07	negative	hsa-miR-425
3371	TNC	2.53e-07	2.34e-05	negative	hsa-miR-486-5p
3371	TNC	2.53e-07	1.78e-05	positive	hsa-miR-218
3371	TNC	2.53e-07	0.000219	positive	hsa-miR-495
166968	MIER3	2.55e-07	0.00123	negative	hsa-miR-92b
166968	MIER3	2.55e-07	0.00488	negative	hsa-miR-548d-5p
166968	MIER3	2.55e-07	2.81e-07	positive	hsa-miR-30c
166968	MIER3	2.55e-07	1.97e-05	positive	hsa-miR-200b
166968	MIER3	2.55e-07	6.11e-05	positive	hsa-miR-26b
166968	MIER3	2.55e-07	0.000266	positive	hsa-miR-429
166968	MIER3	2.55e-07	0.000403	positive	hsa-miR-30b
166968	MIER3	2.55e-07	0.000442	positive	hsa-miR-218
166968	MIER3	2.55e-07	0.00174	positive	hsa-miR-130a
166968	MIER3	2.55e-07	0.00233	positive	hsa-miR-660
166968	MIER3	2.55e-07	0.00373	positive	hsa-miR-29c
147991	DPY19L3	2.56e-07	1.17e-11	positive	hsa-miR-96
9931	HELZ	2.57e-07	4.76e-08	positive	hsa-miR-16
9931	HELZ	2.57e-07	4.85e-08	positive	hsa-miR-30c
9931	HELZ	2.57e-07	4.61e-07	positive	hsa-miR-107
9931	HELZ	2.57e-07	1.57e-06	positive	hsa-let-7f
9931	HELZ	2.57e-07	2.08e-06	positive	hsa-miR-195
9931	HELZ	2.57e-07	7.03e-06	positive	hsa-let-7i
9931	HELZ	2.57e-07	2.96e-05	positive	hsa-miR-30b
9931	HELZ	2.57e-07	8.62e-05	positive	hsa-miR-15b
9931	HELZ	2.57e-07	8.81e-05	positive	hsa-miR-26b
9931	HELZ	2.57e-07	0.000101	positive	hsa-miR-338-3p
9931	HELZ	2.57e-07	0.00018	positive	hsa-miR-15a
9931	HELZ	2.57e-07	0.000272	positive	hsa-miR-26a
55161	TMEM33	2.58e-07	4.63e-06	positive	hsa-miR-200c
55161	TMEM33	2.58e-07	1.44e-05	positive	hsa-miR-200b
55161	TMEM33	2.58e-07	2.48e-05	positive	hsa-miR-26b
11253	MAN1B1	2.6e-07	6.3e-06	negative	hsa-miR-125a-5p
11253	MAN1B1	2.6e-07	4.73e-05	negative	hsa-miR-125b
11253	MAN1B1	2.6e-07	1.69e-05	positive	hsa-miR-30d
8241	RBM10	2.64e-07	2.64e-07	negative	hsa-miR-224
121665	SPPL3	2.7e-07	5.8e-07	negative	hsa-miR-671-5p
121665	SPPL3	2.7e-07	0.000309	negative	hsa-miR-370
121665	SPPL3	2.7e-07	4.31e-06	positive	hsa-miR-374a
121665	SPPL3	2.7e-07	1.66e-05	positive	hsa-miR-590-5p
121665	SPPL3	2.7e-07	0.00185	positive	hsa-miR-224
6018	RLF	2.72e-07	1.25e-07	negative	hsa-miR-671-5p
6018	RLF	2.72e-07	2.57e-07	negative	hsa-miR-622
6018	RLF	2.72e-07	0.00355	negative	hsa-miR-610
6018	RLF	2.72e-07	0.00508	negative	hsa-miR-330-3p
6018	RLF	2.72e-07	5.23e-08	positive	hsa-miR-26a
6018	RLF	2.72e-07	8.48e-08	positive	hsa-miR-29b
6018	RLF	2.72e-07	2.7e-07	positive	hsa-miR-26b
6018	RLF	2.72e-07	0.000128	positive	hsa-miR-29a
6018	RLF	2.72e-07	0.000192	positive	hsa-miR-200b
6018	RLF	2.72e-07	0.00454	positive	hsa-miR-29c
7073	TIAL1	2.72e-07	1.15e-08	negative	hsa-miR-622
7073	TIAL1	2.72e-07	3.11e-07	positive	hsa-miR-26b
7073	TIAL1	2.72e-07	7.89e-05	positive	hsa-miR-200b
10632	ATP5L	2.76e-07	2.57e-07	positive	hsa-miR-200a
91408	BTF3L4	2.81e-07	1.09e-05	positive	hsa-let-7e
91408	BTF3L4	2.81e-07	2.14e-05	positive	hsa-miR-19a
91408	BTF3L4	2.81e-07	0.000127	positive	hsa-let-7c
91408	BTF3L4	2.81e-07	0.000182	positive	hsa-miR-200b
91408	BTF3L4	2.81e-07	0.000197	positive	hsa-miR-200c
91408	BTF3L4	2.81e-07	0.00156	positive	hsa-miR-301a
91408	BTF3L4	2.81e-07	0.00164	positive	hsa-let-7b
91408	BTF3L4	2.81e-07	0.00423	positive	hsa-miR-19b
10768	AHCYL1	2.83e-07	0.000693	negative	hsa-miR-548c-3p
10768	AHCYL1	2.83e-07	0.00244	negative	hsa-miR-574-5p
10768	AHCYL1	2.83e-07	1.7e-06	positive	hsa-miR-143
10768	AHCYL1	2.83e-07	9.69e-05	positive	hsa-miR-135a
29979	UBQLN1	2.84e-07	7.57e-08	positive	hsa-miR-200b
29979	UBQLN1	2.84e-07	1.99e-06	positive	hsa-miR-429
57804	POLD4	2.85e-07	5e-06	positive	hsa-miR-874
57804	POLD4	2.85e-07	3.27e-05	positive	hsa-miR-575
57476	GRAMD1B	2.87e-07	1.11e-07	negative	hsa-miR-374a
57476	GRAMD1B	2.87e-07	1.03e-06	negative	hsa-miR-374b
57476	GRAMD1B	2.87e-07	0.000136	negative	hsa-miR-363
57476	GRAMD1B	2.87e-07	0.00581	negative	hsa-miR-32
57476	GRAMD1B	2.87e-07	1.63e-05	positive	hsa-miR-92b
54407	SLC38A2	2.92e-07	4.57e-07	negative	hsa-miR-494
54407	SLC38A2	2.92e-07	0.00493	positive	hsa-miR-26a
54407	SLC38A2	2.92e-07	0.00614	positive	hsa-miR-7
9580	SOX13	2.96e-07	1.02e-07	negative	hsa-let-7d
9580	SOX13	2.96e-07	1.38e-07	negative	hsa-let-7e
9580	SOX13	2.96e-07	2.92e-07	negative	hsa-let-7g
9580	SOX13	2.96e-07	8.1e-07	negative	hsa-let-7f
9580	SOX13	2.96e-07	9e-07	negative	hsa-let-7i
9580	SOX13	2.96e-07	1.56e-06	negative	hsa-let-7a
9580	SOX13	2.96e-07	1.75e-06	negative	hsa-miR-98
9580	SOX13	2.96e-07	1.33e-05	negative	hsa-let-7c
9580	SOX13	2.96e-07	2.11e-05	negative	hsa-miR-30c
9580	SOX13	2.96e-07	4.82e-05	negative	hsa-miR-30b
9580	SOX13	2.96e-07	0.000114	negative	hsa-miR-203
9580	SOX13	2.96e-07	0.00143	positive	hsa-miR-610
9580	SOX13	2.96e-07	0.00434	positive	hsa-miR-30d
283219	KCTD21	2.97e-07	2.19e-07	negative	hsa-let-7d
283219	KCTD21	2.97e-07	2.66e-07	negative	hsa-let-7e
283219	KCTD21	2.97e-07	2.86e-07	negative	hsa-miR-125a-5p
283219	KCTD21	2.97e-07	1.63e-06	negative	hsa-let-7g
283219	KCTD21	2.97e-07	2.01e-06	negative	hsa-let-7f
283219	KCTD21	2.97e-07	5.12e-06	negative	hsa-let-7a
283219	KCTD21	2.97e-07	1.87e-05	negative	hsa-let-7c
283219	KCTD21	2.97e-07	0.00024	negative	hsa-let-7i
58533	SNX6	3.06e-07	0.00732	negative	hsa-miR-30a
58533	SNX6	3.06e-07	6.18e-08	positive	hsa-let-7e
58533	SNX6	3.06e-07	8.37e-07	positive	hsa-let-7g
58533	SNX6	3.06e-07	1.17e-06	positive	hsa-miR-98
58533	SNX6	3.06e-07	2.33e-05	positive	hsa-let-7a
6354	CCL7	3.09e-07	1.2e-07	negative	hsa-miR-23b
6354	CCL7	3.09e-07	1.63e-07	negative	hsa-let-7e
6354	CCL7	3.09e-07	9.23e-06	negative	hsa-let-7c
6354	CCL7	3.09e-07	1.01e-05	negative	hsa-let-7g
6354	CCL7	3.09e-07	1.56e-05	negative	hsa-let-7f
6354	CCL7	3.09e-07	1.78e-05	negative	hsa-miR-98
6354	CCL7	3.09e-07	3e-05	negative	hsa-let-7a
6354	CCL7	3.09e-07	3.63e-05	negative	hsa-miR-23a
85358	SHANK3	3.1e-07	6.89e-07	negative	hsa-miR-374b
85358	SHANK3	3.1e-07	1.03e-06	negative	hsa-miR-374a
85358	SHANK3	3.1e-07	1.81e-05	negative	hsa-miR-128
85358	SHANK3	3.1e-07	6.93e-05	negative	hsa-miR-27b
85358	SHANK3	3.1e-07	0.00488	negative	hsa-miR-10a
85358	SHANK3	3.1e-07	1.69e-07	positive	hsa-miR-494
85358	SHANK3	3.1e-07	0.000506	positive	hsa-miR-423-5p
85358	SHANK3	3.1e-07	0.000509	positive	hsa-miR-125a-3p
85358	SHANK3	3.1e-07	0.00212	positive	hsa-miR-887
81688	C6orf62	3.13e-07	9.68e-05	negative	hsa-miR-92b
81688	C6orf62	3.13e-07	2.02e-05	positive	hsa-miR-200b
81688	C6orf62	3.13e-07	3.48e-05	positive	hsa-miR-32
85416	ZIC5	3.15e-07	8.76e-08	negative	hsa-miR-23b
85416	ZIC5	3.15e-07	3.88e-06	negative	hsa-miR-29b
85416	ZIC5	3.15e-07	0.00013	negative	hsa-miR-301a
85416	ZIC5	3.15e-07	0.000233	negative	hsa-miR-23a
85416	ZIC5	3.15e-07	0.000758	negative	hsa-miR-34a
4299	AFF1	3.19e-07	0.000249	negative	hsa-miR-381
4299	AFF1	3.19e-07	0.00147	negative	hsa-miR-300
4299	AFF1	3.19e-07	0.00288	negative	hsa-miR-181a
4299	AFF1	3.19e-07	1.22e-07	positive	hsa-miR-20a
4299	AFF1	3.19e-07	4.06e-07	positive	hsa-miR-20b
4299	AFF1	3.19e-07	6.58e-07	positive	hsa-miR-17
4299	AFF1	3.19e-07	1.08e-06	positive	hsa-miR-363
4299	AFF1	3.19e-07	0.000332	positive	hsa-miR-106a
4299	AFF1	3.19e-07	0.000502	positive	hsa-miR-32
6299	SALL1	3.19e-07	9.5e-07	negative	hsa-miR-16
6299	SALL1	3.19e-07	3.3e-06	negative	hsa-miR-107
6299	SALL1	3.19e-07	0.000136	negative	hsa-miR-26b
6299	SALL1	3.19e-07	0.000154	negative	hsa-miR-26a
6299	SALL1	3.19e-07	0.000607	negative	hsa-miR-17
6299	SALL1	3.19e-07	0.000965	negative	hsa-miR-335
6299	SALL1	3.19e-07	3.29e-05	positive	hsa-miR-622
6299	SALL1	3.19e-07	3.56e-05	positive	hsa-miR-381
6299	SALL1	3.19e-07	3.91e-05	positive	hsa-miR-300
55841	WWC3	3.23e-07	9.43e-08	positive	hsa-miR-143
55841	WWC3	3.23e-07	2.14e-05	positive	hsa-miR-204
6655	SOS2	3.24e-07	4.3e-09	positive	hsa-miR-195
6655	SOS2	3.24e-07	1.16e-07	positive	hsa-miR-454
6655	SOS2	3.24e-07	3.15e-06	positive	hsa-miR-199b-5p
51185	CRBN	3.24e-07	2.31e-08	positive	hsa-miR-23b
51185	CRBN	3.24e-07	0.000186	positive	hsa-miR-23a
3225	HOXC9	3.25e-07	3.01e-09	negative	hsa-miR-23b
3225	HOXC9	3.25e-07	1.82e-08	negative	hsa-miR-26a
3225	HOXC9	3.25e-07	3.51e-05	negative	hsa-miR-495
3225	HOXC9	3.25e-07	0.000521	negative	hsa-miR-200a
3225	HOXC9	3.25e-07	0.00249	negative	hsa-miR-150
283078	MKX	3.26e-07	1.84e-17	positive	hsa-miR-145
283078	MKX	3.26e-07	0.00117	positive	hsa-miR-374b
4661	MYT1	3.26e-07	1.77e-08	negative	hsa-miR-130a
4661	MYT1	3.26e-07	9.46e-08	negative	hsa-miR-125b
55893	ZNF395	3.27e-07	3.27e-07	negative	hsa-miR-7
8816	DCAF5	3.29e-07	8.44e-07	positive	hsa-miR-455-5p
8816	DCAF5	3.29e-07	3.15e-05	positive	hsa-miR-195
8816	DCAF5	3.29e-07	0.00128	positive	hsa-miR-181c
9618	TRAF4	3.3e-07	2.88e-06	positive	hsa-miR-548c-3p
9618	TRAF4	3.3e-07	6.99e-06	positive	hsa-miR-575
3914	LAMB3	3.31e-07	2.94e-08	positive	hsa-miR-24
3914	LAMB3	3.31e-07	3.62e-07	positive	hsa-miR-133a
3914	LAMB3	3.31e-07	1.23e-06	positive	hsa-miR-133b
476	ATP1A1	3.32e-07	0.0047	negative	hsa-miR-574-5p
476	ATP1A1	3.32e-07	4.52e-09	positive	hsa-miR-374b
476	ATP1A1	3.32e-07	1.97e-08	positive	hsa-miR-374a
476	ATP1A1	3.32e-07	0.00145	positive	hsa-miR-221
